velocity_x,velocity_y,constant_offset_check,total_displacement,attacktype
0.20013,0.05177999999999999,0.20672,36.828,5
0.058749,0.14787999999999998,0.15912,443.46,0
0.40542,0.0091861,0.40552,341.79,0
-0.095708,-0.14568,0.1743,427.48,0
-0.0036758000000000003,0.20465999999999998,0.20469,222.59,0
-0.02655,0.24863000000000002,0.25004,163.6,0
-0.027624,0.17545999999999998,0.17762,119.8,0
1.2239,-2.2237,2.5382,85.34200000000001,0
0.16897,0.035606,0.17268,307.8,0
0.062357,0.069767,0.093572,157.66,0
-0.33157,-0.763,0.83193,15.429,0
0.08728,-0.36541,0.37569,187.96,0
0.9067,-0.7279800000000001,1.1628,4.4716,0
-0.0046472,-0.21155,0.2116,153.67,0
1.7738,0.11133,1.7773,195.3,0
0.06838,-0.039175,0.078807,318.66,0
0.27054,0.012092,0.27081,390.79,0
20.674,-2.6511,20.844,545.56,4
0.18503,0.046195,0.19071,567.79,0
-0.035365,0.39528,0.39686,224.85,0
4.5461,0.16285,4.5491,0.0,0
0.20676999999999998,0.043404000000000005,0.21128000000000002,615.26,0
0.1245,0.58737,0.60042,100.67,0
0.10298,0.039319,0.11023,413.4,2
-0.99397,-0.10013999999999999,0.9990000000000001,0.0,1
0.14819000000000002,-0.033835000000000004,0.15200999999999998,358.53,0
-0.45382,0.064277,0.45835,19.665,0
-2.8772,-1.6228,3.3033,292.22,4
0.091394,0.040820999999999996,0.1001,422.77,0
-0.09185499999999999,0.0083902,0.092238,100.37,0
0.17748,0.07647899999999999,0.19326,586.0,0
-1.1691,-0.002141,1.1691,139.69,0
0.13563,0.012482,0.1362,12.539000000000001,2
1.0908,1.6823,2.005,638.05,0
3.13e-15,4.57e-14,4.58e-14,0.0,2
0.10595999999999998,0.089513,0.13871,248.94,0
2.2863,-13.712,13.902000000000001,0.0,1
0.18967,0.060651,0.19913,309.79,0
0.12437000000000001,0.051262,0.13452,777.41,0
0.031894,-0.051725,0.060767999999999996,79.006,0
0.80935,0.11285,0.81718,389.44,0
0.19432,0.0089211,0.19453,549.84,0
0.19264,-0.042783,0.19734000000000002,419.12,0
1.8154,11.295,11.44,0.0,5
-0.34318000000000004,0.00023479,0.34318000000000004,119.98,5
0.76802,-0.16184,0.78489,63.61,0
0.43741,-0.24856,0.5031,395.56,0
0.2323,0.078164,0.2451,119.94,0
-0.40216999999999997,-0.44323999999999997,0.5985,669.06,0
-15.837,5.3515,16.717,0.0,1
-0.0072954,-0.00093595,0.007355199999999999,328.26,0
-0.18026,-0.059914999999999996,0.18995,409.81,0
0.14720999999999998,1.1169,1.1265,0.0,5
1.4121,-2.4228,2.8042,81.904,0
-0.056882,-1.3295,1.3308,825.06,0
0.14298,0.033759,0.14690999999999999,250.32,0
-0.23214,0.09796,0.25196,452.37,0
-2.1012,27.680999999999997,27.761,29.951999999999998,5
-0.00061152,0.012202,0.012217,0.61855,0
0.00076181,-1.1325,1.1325,273.81,5
18.925,19.611,27.253,637.21,4
0.099371,0.075266,0.12465999999999999,623.67,0
-0.7572800000000001,-0.076291,0.7611100000000001,5.2388,0
-6.2205,-0.79481,6.271,8.3195,5
0.43145,-0.022371000000000002,0.43203,284.42,0
0.33391,0.45731000000000005,0.56624,723.06,0
1.0946,-33.884,33.902,0.0,1
-0.036795,-0.010409999999999999,0.038239999999999996,77.257,0
-14.345999999999998,-3.3927,14.742,565.07,4
-12.475,-5.1711,13.505,0.0,0
-0.80604,0.23894,0.8407100000000001,335.26,0
-3.1051,0.20611999999999997,3.1119,613.66,0
-0.13172,-0.089387,0.15918,101.06,0
0.18062,0.082245,0.19846,459.15,0
0.14470999999999998,0.02431,0.14673,293.34,0
1.161,0.12859,1.1681,0.0,1
-0.10157000000000001,-9.6115,9.612,0.0,1
0.11349000000000001,0.0088027,0.11383,0.025299000000000002,0
-0.10987000000000001,0.017691,0.11127999999999999,255.87,2
0.22725,-0.066094,0.23667,472.04,0
-0.0036895000000000005,-0.052471000000000004,0.052601,221.89,0
-0.0098899,0.10134,0.10182000000000001,216.7,0
0.011762,0.047067000000000005,0.048514999999999996,94.26899999999999,0
0.35056,-0.49656000000000006,0.60783,801.64,0
-4.62e-14,-4.66e-15,4.64e-14,0.0,0
0.48595,-0.036124,0.48728999999999995,59.931000000000004,0
-2.483,4.2597,4.9306,1088.5,4
-2.9756,24.522,24.701999999999998,61.742,5
0.29803,0.09918400000000001,0.3141,15.84,0
-8.5651,-5.8117,10.350999999999999,112.15,4
0.39433,-0.98979,1.0654,206.01,2
0.041654000000000004,1.2082,1.209,209.23,2
1.1828,-1.2653,1.732,85.602,0
0.63473,0.063945,0.63795,6.8785,0
6.3422,0.43556999999999996,6.3571,0.0,5
0.09803200000000001,0.048158,0.10922,458.5,0
0.11515999999999998,-0.0016358,0.11517000000000001,76.04899999999999,0
0.15575999999999998,-0.013968000000000001,0.15638,179.67,0
0.038851,-0.7753,0.77628,14.145,0
0.14085999999999999,-0.06200800000000001,0.1539,476.19,0
0.17336,0.063226,0.18453,822.13,2
0.46187,0.051713,0.46476000000000006,238.21,0
-0.3676,-0.037091000000000006,0.36946999999999997,109.22,5
0.14887,0.071546,0.16517,806.87,0
-0.050893,0.017151,0.053704999999999996,342.19,0
0.64535,0.058647000000000005,0.6480100000000001,427.53,5
3.0748,4.9547,5.8313,450.11,0
-0.30434,1.9512,1.9748,65.204,0
0.10872000000000001,0.056188999999999996,0.12239000000000001,128.86,2
0.0021988000000000003,0.00011262,0.0022017,83.012,0
0.76613,0.11216,0.7743,599.86,0
0.64463,1.0061,1.1949,484.87,0
5.8098,-5.3642,7.9075,187.88,0
0.30717,-0.027707,0.30841999999999997,503.93,0
-0.048726,0.026393,0.055415,615.5,0
0.1557,-0.006884100000000001,0.15585,154.8,5
-0.2139,-0.17914000000000002,0.27901,214.37,0
0.46018000000000003,0.085125,0.46798,70.366,0
0.70576,0.014375,0.7059,238.41,0
0.013526,0.35762,0.35786999999999997,573.83,0
0.0069396,-0.089371,0.08964,230.71,0
-0.013034,0.5080100000000001,0.50818,1280.7,4
-0.098811,0.9401,0.9452799999999999,13.033,0
-0.80312,0.71991,1.0786,216.24,2
0.19324000000000002,0.019987,0.19427,113.86,0
-2.9085,29.228,29.372,0.0,1
0.01816,-0.07471799999999999,0.07689299999999999,260.51,0
4.6241,1.2015,4.7776,387.23,0
-2.0261,-0.98844,2.2543,144.75,0
0.22925,0.40196,0.46274,93.431,0
0.099095,0.23248000000000002,0.25272,15.655999999999999,0
1.8217,-1.0986,2.1273,25.660999999999998,5
0.26122,-0.014803,0.26164,224.48,2
-0.03011,-0.20465,0.20685,102.6,0
0.048589999999999994,0.34305,0.34647,998.56,0
-0.021572,0.43048000000000003,0.43101999999999996,1.3351,0
0.03963,0.028426999999999997,0.048770999999999995,749.77,0
0.28429,0.030748,0.28595,129.21,0
0.014277000000000001,0.25986,0.26025,5.8651,2
-0.012059,0.097386,0.09813,59.948,0
38.459,1.9728,38.509,237.19,4
0.044764,0.08607000000000001,0.097014,354.05,2
0.80474,-1.7662,1.9409,1105.8,0
1.5230000000000001,-11.232000000000001,11.335,0.0,0
0.00495,0.00025375,0.0049565,28.596,0
-0.25903000000000004,-0.033933,0.26125,169.66,0
0.08261399999999999,0.02814,0.087275,388.57,2
1.0125,0.43782,1.1031,50.157,0
-0.71555,-0.30728,0.77874,210.75,0
0.14396,-0.016873,0.14495,355.65,0
0.008082899999999999,-0.0040217,0.0090281,46.765,0
0.14198,0.006977199999999999,0.14215,598.68,0
-2.8545,-6.5135,7.1115,123.82,0
-13.624,-2.8292,13.914000000000001,0.0,1
-0.17964000000000002,-0.021875,0.18097,118.78,0
0.43044,0.8246899999999999,0.93027,42.756,0
-0.057378,0.17257,0.18186,68.279,0
12.379000000000001,0.71131,12.399000000000001,0.0,5
-0.021874,0.017156,0.027799,847.03,0
-0.038681,0.0029674,0.038794999999999996,282.72,0
-0.050714999999999996,0.058554999999999996,0.077464,334.03,0
-0.5273399999999999,0.25295,0.58487,188.53,2
0.076537,-0.18557,0.20073,102.54,0
-0.068378,0.054110000000000005,0.087198,67.464,0
-0.45818000000000003,0.50141,0.6792199999999999,230.11,0
0.24743,-0.47442,0.5350699999999999,280.01,0
0.34274,-0.061805,0.34826999999999997,197.73,0
7.1088,-0.84457,7.1588,0.0,0
0.66495,-0.14925,0.6814899999999999,145.29,0
0.043872,0.045817000000000004,0.063435,149.51,0
0.04192,-0.22803,0.23185,314.31,2
0.25738,-0.22424000000000002,0.34136,687.03,0
-0.07610800000000001,0.79608,0.79971,49.98,0
0.22273,-0.040673,0.22641,538.5,0
-21.715,-2.2836,21.834,0.0,1
0.18937,0.042506,0.19409,448.09,0
-0.13691,-0.033814,0.14102,297.71,0
7.7422,-4.9513,9.1901,891.2,4
-0.07330700000000001,0.4668,0.47252,13.7,0
-0.041732,-0.0479,0.06352999999999999,342.4,0
0.18650999999999998,-0.021508000000000003,0.18774000000000002,509.2,0
0.34196,-0.11363,0.36034,75.146,0
-0.14742,0.063114,0.16037,461.66,0
-0.030871,-0.077497,0.08341900000000001,148.46,0
0.30075999999999997,-0.11360999999999999,0.3215,4.0528,0
0.16602999999999998,-0.16105999999999998,0.23131,141.22,0
-0.81011,-0.015561000000000002,0.8102600000000001,0.0,1
-0.2388,-0.044757,0.24295999999999998,299.32,0
-0.19884000000000002,0.35741,0.409,153.37,0
-0.0036318000000000006,0.029322000000000004,0.029546,30.230999999999998,0
-0.4658,0.02231,0.46633,89.90799999999999,0
-2.8504,-1.4419,3.1943,307.3,0
2.8878,-29.906999999999996,30.046,0.0,0
0.25919000000000003,0.69728,0.7439,137.39,0
-0.73637,-0.074185,0.7401,6.3045,0
0.054108,-0.010765,0.055169,443.99,0
0.13352999999999998,0.031207,0.13712,628.51,0
24.761,-3.4826,25.004,348.86,4
1.6896,-0.5192100000000001,1.7676,27.776,0
0.27903,0.98208,1.0209,53.663999999999994,0
-0.3065,-0.050704,0.31067,66.31,0
-0.26456,-0.057460000000000004,0.27073,173.37,0
10.377,0.67095,10.398,0.0,1
3.7217,-32.501999999999995,32.715,0.0,1
0.61279,1.3228,1.4578,9.5638,0
-0.12080999999999999,0.34524,0.36577,493.02,0
-0.72058,-0.072312,0.7242,61.16,0
13.5,0.9235399999999999,13.530999999999999,0.0,5
-0.29596999999999996,0.029644999999999998,0.29745,517.38,0
-0.011018,-0.71924,0.71933,25.148000000000003,0
0.3777,0.021949,0.37834,96.647,0
-4.0216,-2.1501,4.5603,209.82,2
0.10361,-0.03501,0.10935999999999998,37.929,0
0.11175999999999998,0.45011999999999996,0.46378,269.92,0
-0.17217000000000002,-0.03224,0.17517,286.82,0
0.77877,0.10044,0.78522,6.497999999999999,0
0.040175,0.060009,0.072215,420.09,0
28.156,-29.939,41.099,935.44,4
0.087239,0.024893000000000002,0.09072100000000001,182.37,0
0.042057,0.074914,0.085912,240.09,0
-0.001452,-0.012603,0.012686,59.958999999999996,0
0.0061618,-0.039499,0.039977,59.798,0
-0.020887,0.15903,0.16039,12.831,0
0.22219,-0.029283,0.22411,625.89,2
0.060337,-0.28800000000000003,0.29425,200.16,0
0.12293,-0.63247,0.6443,72.138,0
-0.00053881,-0.38103000000000004,0.38103000000000004,293.12,0
-11.555,-2.7734,11.883,0.0,1
6.3773,0.6612100000000001,6.4115,0.0,0
0.23688,0.39764,0.46285,173.94,0
0.15456,-0.016521,0.15544000000000002,399.67,0
0.36063,-0.5983,0.69858,48.785,0
-0.030242,0.010634999999999999,0.032057999999999996,13.523,0
0.024733,0.27721,0.27831,644.43,0
0.1838,0.11503,0.21683000000000002,263.48,0
-12.27,-3.0896,12.652999999999999,0.0,5
169.91,626.78,649.4,9864.3,3
0.01651,0.022012999999999998,0.027516000000000002,128.33,5
0.26403000000000004,0.17620999999999998,0.31743000000000005,73.902,0
0.15387,-0.009452,0.15416,404.92,0
-10.087,31.354,32.937,520.67,4
-12.459000000000001,-2.2037,12.652999999999999,0.0,5
0.18854,0.0281,0.19062,509.35,0
0.34633,0.048517000000000005,0.34970999999999997,417.6,0
0.25254,-0.015059000000000001,0.25299,568.99,0
-0.52779,0.16635,0.5533899999999999,506.89,0
-1.7373,6.0816,6.3249,225.78,0
0.074371,0.050024,0.089629,117.32,0
-1.8864,2.6755,3.2737,48.068000000000005,0
13.693,-8.5673,16.152,0.0,0
0.006554000000000001,-0.014480000000000002,0.015894,546.27,0
0.41763999999999996,0.037308,0.4193,239.2,0
0.51541,0.066115,0.51963,5.3904,0
0.3042,0.023736,0.30513,255.83,0
-3.3815,-2.3079,4.093999999999999,0.0,5
-2.7064,28.291999999999998,28.421999999999997,0.0,1
0.24061,0.014688,0.24106,209.2,0
0.32495999999999997,-6.4847,6.4929,0.0,5
0.027114,-0.010508,0.029079,834.92,0
20.48,-0.16972,20.480999999999998,487.26,4
1.123,-0.088771,1.1265,299.31,0
3.17e-15,4.63e-14,4.64e-14,0.0,1
-1.4944,7.462000000000001,7.6101,872.9,0
-2.3257,-44.067,44.129,466.77,4
-0.046689,-0.35241999999999996,0.3555,146.41,0
0.0047108,-0.029227999999999997,0.029605000000000003,26.983,0
2.6498,8.9248,9.3098,0.0,1
0.22280999999999998,0.049176,0.22816999999999998,390.09,0
8.592,-2.6485,8.9909,736.98,0
2.2359,-33.048,33.124,0.0,1
0.14422000000000001,0.028346,0.14697000000000002,250.32,0
-0.13967000000000002,-0.015652000000000003,0.14054,333.08,0
-0.42248,0.998,1.0837,1256.8,0
6.3429,0.75692,6.388,91.961,0
-0.055887,-0.007035,0.056327999999999996,308.84,0
-3.565,-18.104,18.452,182.04,4
-0.005250100000000001,0.10477,0.1049,73.13600000000001,0
-12.847999999999999,-1.8438,12.979000000000001,0.0,1
28.514,-54.571000000000005,61.571000000000005,214.9,4
0.039848,0.34599,0.34828000000000003,36.259,5
0.37387,0.022992,0.37458,447.96,0
0.38771,0.02335,0.38841,57.683,0
0.20345,0.10872000000000001,0.23067,273.61,0
-0.10292000000000001,-2.23,2.2323,0.0,5
-45.378,-20.15,49.651,143.45,4
0.33291,0.0033396999999999997,0.33293,274.66,0
0.36141999999999996,-0.7630899999999999,0.84435,53.086999999999996,0
-12.898,-1.7901,13.020999999999999,0.0,1
0.31258,0.030911,0.3141,478.27,0
2.36e-15,-4.7e-14,4.71e-14,0.0,0
-0.011732,-0.11110999999999999,0.11172,28.351999999999997,0
0.27659,-0.019702,0.27729000000000004,325.61,0
3.7185,-31.543000000000003,31.761,0.0,1
3.9301,4.3918,5.8935,255.71,4
0.3983,-0.32511,0.5141399999999999,589.15,2
0.28456,0.24083000000000002,0.3728,463.32,0
-0.024895,-0.0012702,0.024927,246.16,0
-4.69,36.948,37.244,0.0,1
-0.76262,35.466,35.474000000000004,0.0,1
-2.1792,5.5179,5.9327,707.16,4
-0.0116,0.061523,0.06260700000000001,59.801,0
0.26527,0.052726999999999996,0.27046,419.98,0
0.21771,0.031467,0.21996999999999997,216.96,0
-0.017329,0.0093228,0.019677,0.79545,0
0.3346,0.017896000000000002,0.33508000000000004,536.84,0
-0.25101999999999997,-0.035511,0.25351999999999997,12.777000000000001,0
0.16062,-0.1086,0.19389,3.4491,0
-0.70897,-0.08598099999999999,0.71417,216.93,5
-2.3867,-7.0986,7.4891,653.89,4
-0.14745,0.16208,0.21911,1126.5,0
-0.40184000000000003,0.17154,0.43692,219.66,0
-2.4147,2.9091,3.7807,264.21,4
-62.598,-65.556,90.64299999999999,378.46,4
3.59e-05,0.060213,0.060213,29.978,0
-0.079979,0.28300000000000003,0.29408,205.0,0
1.472,1.1002,1.8377,64.977,0
-0.0027021000000000002,0.017163,0.017374,95.416,2
-4.9241,-8.0989,9.4784,170.3,0
0.44448000000000004,0.0092104,0.44458000000000003,487.38,0
390.18,316.08,502.14,498.02,4
1.3808,-3.5126,3.7743,60.388999999999996,0
0.17529,0.018875,0.17631,427.56,0
0.21775,0.03381,0.22036,596.0,0
-0.90605,-1.1457,1.4607,165.38,0
-0.25033,0.051408,0.25555,264.02,0
6.5577,-16.075,17.361,303.44,4
0.39799999999999996,-0.052812,0.40149,97.469,0
-138.37,-221.39,261.07,585.37,4
0.75764,0.070089,0.7608699999999999,265.05,0
0.20621,-0.039994,0.21005,293.38,0
-0.0055997,0.068513,0.068742,492.64,0
0.30578,-29.905,29.906,0.0,1
0.05796799999999999,-0.042575,0.071923,398.66,2
-0.0039102,0.17799,0.17803,69.041,0
-0.63081,-0.06744299999999999,0.63441,193.31,0
0.19618,0.019344,0.19714,33.266,0
0.24474,-0.33195,0.41242,121.86,0
-0.18864,-0.0278,0.19068,430.89,0
-0.11845,-0.26374000000000003,0.28912,36.61,0
-0.097398,-0.12833,0.16111,71.789,2
26.589000000000002,-2.9198,26.749000000000002,0.0,1
-0.0094624,0.060660000000000006,0.061394000000000004,83.137,0
-0.7814300000000001,-0.2843,0.83154,203.87,0
-0.22487,-0.0032895000000000003,0.22489,173.93,0
0.07380199999999999,0.75636,0.75995,78.387,0
6.5400000000000006e-15,-4.58e-14,4.63e-14,0.0,2
-0.51337,0.017669999999999998,0.51367,609.68,0
0.24125,0.015062,0.24172,522.2,0
0.47613999999999995,-0.012018000000000001,0.47629,329.61,0
0.0020636999999999995,-0.013229,0.013388999999999998,116.22,0
0.007335600000000001,-0.00036874,0.007344800000000001,22.836,0
0.97965,0.056464999999999994,0.9812799999999999,3.9251,0
-0.046123000000000004,0.29296,0.29657,57.028,0
0.23112,-0.054229999999999993,0.23739000000000002,59.335,0
-0.033563,0.040178,0.052351999999999996,562.72,0
0.1098,0.022685,0.11212000000000001,586.07,0
-1.39e-14,4.35e-14,4.56e-14,0.0,0
-0.52344,0.035635,0.52465,1046.8,0
0.9623200000000001,1.0935,1.4567,242.2,0
0.14384,-0.016235,0.14475,366.85,0
-0.49742,0.28254,0.57206,166.8,0
0.015951,-0.051073,0.053506,9.2488,2
0.88899,-0.17805,0.90665,15.407,0
0.11756,-0.036794,0.12318,687.77,0
0.068576,0.0237,0.072556,606.26,0
0.34671,0.093659,0.35913,508.06,0
0.1857,0.012327,0.18611,88.039,0
20.539,-31.244,37.39,352.65,4
0.73749,0.15202000000000002,0.7529899999999999,515.42,0
0.11717000000000001,0.20376,0.23505,461.35,0
0.54978,-0.13004000000000002,0.56495,157.97,0
0.62663,-9.0229,9.0446,0.0,5
-4.8773,-8.9838,10.222000000000001,232.21,2
6.5069,18.304000000000002,19.426,793.03,4
0.32154,-0.68817,0.75958,155.1,0
0.77535,0.066906,0.7782399999999999,21.073,0
-0.73946,-0.50352,0.89461,11.960999999999999,0
-0.03394,0.030831,0.045852,26.21,0
0.74535,0.037535,0.7463,77.699,0
0.043241,1.0411,1.042,80.8,0
-0.11252999999999999,0.020382,0.11435999999999999,427.41,0
0.38541,0.049273000000000004,0.38855,328.65,0
-0.016859,0.13265,0.13371,205.73,2
0.5394399999999999,0.043554,0.5412,157.22,0
0.27969,-0.036505,0.28206,716.19,0
0.031486,0.61738,0.6181800000000001,20.596,0
-0.48823999999999995,-0.015962,0.48851000000000006,804.56,0
2.1551,0.24853000000000003,2.1694,17.276,0
0.37242,0.092132,0.38365,204.15,0
0.10954000000000001,-0.037965,0.11594000000000002,478.32,0
-0.10203,0.62812,0.63635,694.73,0
0.1541,-0.026191000000000002,0.15631,555.9,0
-0.006222,0.10117999999999999,0.10137,114.12,0
0.1778,0.08509800000000001,0.19712000000000002,501.74,0
0.17787,0.022283,0.17926,146.69,0
-0.099337,0.013512,0.10025,106.73,2
11.693,-7.3477,13.81,0.0,0
-2.0206,0.008063899999999999,2.0206,135.02,0
-4.4905,29.601,29.94,0.0,1
-0.0041362,0.026516,0.026837,58.635,0
0.15089,0.038838,0.1558,556.62,0
-0.18792,-0.008121600000000001,0.18809,298.45,0
14.435,0.61605,14.448,0.0,1
-0.049522000000000004,0.052782,0.072377,166.92,0
-0.18682,0.32656,0.37622,63.702,0
0.11742999999999999,0.043782999999999996,0.12533,586.06,0
0.052122,0.006061199999999999,0.052473,60.023999999999994,0
0.14708,0.055053,0.15705,599.0,0
4.6477,-29.521,29.885,0.0,0
27.111,-131.03,133.81,387.91,4
-0.53308,0.0040558999999999994,0.53309,541.22,0
-0.31768,-0.27478,0.42003999999999997,220.67,0
-0.0056786,0.035236,0.03569,12.068,0
-1.3712,1.3591,1.9306,316.84,0
-5.2133,-3.9838,6.5611,483.08,0
-5.6665,-14.527999999999999,15.594000000000001,331.28,4
0.17256,-0.042099,0.17762,358.55,0
-0.17188,0.16760999999999998,0.24006999999999998,299.84,0
-0.54179,0.24365,0.59406,110.32,0
0.46258999999999995,0.21195999999999998,0.50884,527.58,0
0.6854399999999999,-0.41491999999999996,0.80124,106.03,0
8.3031,0.9003200000000001,8.3518,0.0,0
0.3082,0.038983,0.31066,1.5602,0
0.4649,0.05329400000000001,0.46793999999999997,207.68,0
0.65696,-0.35015999999999997,0.74446,71.23,0
-19.255,6.5079,20.325,0.0,1
-1.0738,0.17608,1.0881,254.3,0
0.10232000000000001,-0.0071616,0.10257000000000001,552.44,0
1.0003,0.69968,1.2207,59.092,0
0.17742,0.020896,0.17865,600.33,2
0.35152,0.038049,0.35358,411.66,0
-2.2888,-2.3038,3.2475,0.0,1
0.077805,-0.34138,0.35013,399.3,0
0.017148,0.012379000000000001,0.021149,261.96,0
0.083582,0.047409,0.096092,418.48,0
0.71318,0.13475,0.7257899999999999,181.92,0
-1.6722,-1.32,2.1303,0.0,5
-2.3165,0.32558000000000004,2.3393,672.57,0
0.090513,0.01872,0.092428,346.99,0
-3.3280000000000003,0.92209,3.4534,195.88,0
0.28197,0.11288,0.30373,614.93,0
-1.9048,0.74287,2.0446,1055.7,0
13.352,-3.8679,13.901,0.0,1
0.11026,0.049486,0.12086,359.47,0
6.7607,3.5765,7.6484,355.74,4
0.013586,-0.11932000000000001,0.12009,53.32,0
-1.9355,-0.3114,1.9604,0.0,1
-0.033591,0.87239,0.8730399999999999,224.53,0
12.110999999999999,0.71997,12.132,0.0,5
-0.088558,0.17659,0.19755,1374.4,0
0.10248,0.044795,0.11184000000000001,549.73,0
-0.043936,0.012279,0.04562,258.37,0
-0.48393,33.218,33.221,0.0,1
0.79467,-0.6359100000000001,1.0178,291.83,0
0.27818000000000004,0.011023999999999999,0.2784,234.46,0
-1.6979,-5.0649,5.3419,0.0,0
-0.07267699999999999,-0.10214,0.12536,170.92,0
-0.19968,-0.45943,0.50095,1.5848,0
0.53432,0.1423,0.55294,241.09,2
-0.051823,0.14697000000000002,0.15584,0.31248000000000004,0
-5.7193,-1.0104,5.8079,0.0,1
34.608000000000004,-206.14,209.03,417.49,4
0.028576,-0.18152000000000001,0.18375999999999998,84.024,0
0.22414,-0.14776,0.26846,516.76,0
2.0639,-21.081,21.182,31.866999999999997,5
0.39998,1.3307,1.3895,112.22,0
0.079586,0.0015449,0.079601,27.276,5
12.130999999999998,0.7516,12.154000000000002,0.0,1
0.19621,0.073489,0.20951999999999998,491.65,0
-0.012903999999999999,0.033322000000000004,0.035733999999999995,273.37,0
0.18581,0.0050087,0.18588,497.24,2
-0.045331,-0.010114,0.046446,243.21,0
-7.6235,-3.4948,8.3864,315.92,0
-0.1795,-0.05819,0.1887,409.81,0
0.00027969999999999997,0.10402,0.10402,69.94,2
-0.40707,-0.14032999999999998,0.43058,448.69,0
0.19899,0.023636,0.20039,598.62,0
0.34186,-0.14099,0.36979,173.65,0
-0.42983999999999994,0.12053,0.44642,463.28,0
0.7966,0.069979,0.79967,179.44,0
0.041598,0.52407,0.52572,149.91,0
0.004404600000000001,-0.028235000000000003,0.028576,29.826,0
3.8314,7.3712,8.3075,211.8,4
9.601,7.4639999999999995,12.161,944.63,4
-0.14657,0.07926699999999999,0.16663,100.19,0
0.5154,0.06611399999999999,0.51962,5.3904,0
